epoch,step,train_loss_epoch,train_loss_step,val_loss
20,1509,,0.005514838267117739,
20,1519,,0.006182303186506033,
20,1529,,0.004213840700685978,
20,1532,,,0.004848262295126915
20,1532,0.005145277362316847,,
21,1539,,0.004561054520308971,
21,1549,,0.004375035408884287,
21,1559,,0.004237007349729538,
21,1569,,0.0038663106970489025,
21,1579,,0.0046385182067751884,
21,1589,,0.003576172050088644,
21,1599,,0.005348568316549063,
21,1605,,,0.004816720262169838
21,1605,0.005098526366055012,,
22,1609,,0.007149133365601301,
22,1619,,0.004449689760804176,
22,1629,,0.0051648179069161415,
22,1639,,0.00476857740432024,
22,1649,,0.004069122020155191,
22,1659,,0.003911647479981184,
22,1669,,0.00455846544355154,
22,1678,,,0.004793480038642883
22,1678,0.005065572448074818,,
23,1679,,0.003594137728214264,
23,1689,,0.05332159250974655,
23,1699,,0.0038821829948574305,
23,1709,,0.003989276476204395,
23,1719,,0.003764329943805933,
23,1729,,0.005993974395096302,
23,1739,,0.004219413734972477,
23,1749,,0.0041732583194971085,
23,1751,,,0.004772063344717026
23,1751,0.0052282665856182575,,
24,1759,,0.0036164834164083004,
24,1769,,0.004292652942240238,
24,1779,,0.0034608161076903343,
24,1789,,0.004709420260041952,
24,1799,,0.004905516281723976,
24,1809,,0.004240581300109625,
24,1819,,0.0048182387836277485,
24,1824,,,0.004732699133455753
24,1824,0.005390079226344824,,
25,1829,,0.004355783108621836,
25,1839,,0.004311158321797848,
25,1849,,0.005441892892122269,
25,1859,,0.0039219120517373085,
25,1869,,0.005053970031440258,
25,1879,,0.004031006712466478,
25,1889,,0.00518392026424408,
25,1897,,,0.00475865276530385
25,1897,0.0059774890542030334,,
26,1899,,0.004602919332683086,
26,1909,,0.004719818942248821,
26,1919,,0.004134221468120813,
26,1929,,0.004910537973046303,
26,1939,,0.0037488334346562624,
26,1949,,0.003424803027883172,
26,1959,,0.00406654505059123,
26,1969,,0.003648298792541027,
26,1970,,,0.004748216364532709
26,1970,0.0062939878553152084,,
27,1979,,0.10220970213413239,
27,1989,,0.004128397908061743,
27,1999,,0.004616490099579096,
27,2009,,0.00437817582860589,
27,2019,,0.004336174577474594,
27,2029,,0.00407034158706665,
27,2039,,0.00327165424823761,
27,2043,,,0.004716426599770784
27,2043,0.005856300704181194,,
28,2049,,0.004177970811724663,
28,2059,,0.004616578109562397,
28,2069,,0.004609082825481892,
28,2079,,0.0038449536077678204,
28,2089,,0.004388769157230854,
28,2099,,0.0044441670179367065,
28,2109,,0.004633684176951647,
28,2116,,,0.004705178085714579
28,2116,0.005450709257274866,,
29,2119,,0.004084549378603697,
29,2129,,0.0042360760271549225,
29,2139,,0.00400015851482749,
29,2149,,0.004649507813155651,
29,2159,,0.004650116432458162,
29,2169,,0.004795703571289778,
29,2179,,0.004245886113494635,
29,2189,,0.005725688301026821,
29,2189,,,0.004692412447184324
29,2189,0.005101942457258701,,
30,2199,,0.005749155767261982,
30,2209,,0.004257600754499435,
30,2219,,0.005400636233389378,
30,2229,,0.004292163997888565,
30,2239,,0.004138075280934572,
30,2249,,0.0043382421135902405,
30,2259,,0.0042154742404818535,
30,2262,,,0.004666178021579981
30,2262,0.004908003378659487,,
31,2269,,0.004159199073910713,
31,2279,,0.0034233853220939636,
31,2289,,0.00368824927136302,
31,2299,,0.004709238652139902,
31,2309,,0.006805018987506628,
31,2319,,0.0038038187194615602,
31,2329,,0.004037951584905386,
31,2335,,,0.004666164983063936
31,2335,0.004745445679873228,,
32,2339,,0.003705330193042755,
32,2349,,0.005895650014281273,
32,2359,,0.004317319951951504,
32,2369,,0.005138610489666462,
32,2379,,0.025629736483097076,
32,2389,,0.00475806649774313,
32,2399,,0.005441098939627409,
32,2408,,,0.004640796221792698
32,2408,0.004675889387726784,,
33,2409,,0.005037891678512096,
33,2419,,0.0048954784870147705,
33,2429,,0.0036734980531036854,
33,2439,,0.004617088008671999,
33,2449,,0.004926105961203575,
33,2459,,0.004623303655534983,
33,2469,,0.004398819990456104,
33,2479,,0.004586637020111084,
33,2481,,,0.0046488516964018345
33,2481,0.0046965330839157104,,
34,2489,,0.00486125610768795,
34,2499,,0.0047065941616892815,
34,2509,,0.004046829883009195,
34,2519,,0.004782919771969318,
34,2529,,0.004017936531454325,
34,2539,,0.003676023567095399,
34,2549,,0.0042490060441195965,
34,2554,,,0.004618942271918058
34,2554,0.004682308062911034,,
35,2559,,0.004350210539996624,
35,2569,,0.004746378865092993,
35,2579,,0.005512401461601257,
35,2589,,0.00444918405264616,
35,2599,,0.005748226772993803,
35,2609,,0.004380022641271353,
35,2619,,0.0043653203174471855,
35,2627,,,0.004612165968865156
35,2627,0.004705734550952911,,
36,2629,,0.005118120927363634,
36,2639,,0.00438280962407589,
36,2649,,0.004413021728396416,
36,2659,,0.00414166459813714,
36,2669,,0.004589803516864777,
36,2679,,0.0055747264996171,
36,2689,,0.004487127996981144,
36,2699,,0.003927730489522219,
36,2700,,,0.004588176961988211
36,2700,0.004718441050499678,,
37,2709,,0.004614498466253281,
37,2719,,0.004033215343952179,
37,2729,,0.0038752711843699217,
37,2739,,0.004665635526180267,
37,2749,,0.003962783142924309,
37,2759,,0.0043817730620503426,
37,2769,,0.005093622021377087,
37,2773,,,0.004590769298374653
37,2773,0.004652564413845539,,
38,2779,,0.003868983592838049,
38,2789,,0.003973011858761311,
38,2799,,0.003786724526435137,
38,2809,,0.004022309556603432,
38,2819,,0.003939236048609018,
38,2829,,0.005054661072790623,
38,2839,,0.003740824293345213,
38,2846,,,0.004581357818096876
38,2846,0.004602370783686638,,
39,2849,,0.004991278517991304,
39,2859,,0.004572353325784206,
39,2869,,0.004577661864459515,
39,2879,,0.003943427000194788,
39,2889,,0.003939449321478605,
39,2899,,0.004290039651095867,
39,2909,,0.0037504276260733604,
39,2919,,0.002567123156040907,
39,2919,,,0.004569551441818476
39,2919,0.004564831033349037,,
40,2929,,0.004395955242216587,
40,2939,,0.004958552308380604,
40,2949,,0.0037408701609820127,
40,2959,,0.004269360098987818,
40,2969,,0.004321444779634476,
40,2979,,0.0037544332444667816,
40,2989,,0.004051879979670048,
40,2992,,,0.004586751107126474
40,2992,0.004599474370479584,,
41,2999,,0.004740054719150066,
41,3009,,0.003979231230914593,
41,3019,,0.003950873855501413,
41,3029,,0.00491228885948658,
41,3039,,0.0044117942452430725,
41,3049,,0.0040000323206186295,
41,3059,,0.004623773507773876,
41,3065,,,0.004562042653560638
41,3065,0.004815051797777414,,
42,3069,,0.004250394646078348,
42,3079,,0.005008734297007322,
42,3089,,0.0038947821594774723,
42,3099,,0.00457672867923975,
42,3109,,0.0038379232864826918,
42,3119,,0.004667934030294418,
42,3129,,0.003947335295379162,
42,3138,,,0.0045496318489313126
42,3138,0.005028299987316132,,
43,3139,,0.0044432999566197395,
43,3149,,0.003692331723868847,
43,3159,,0.004105821251869202,
43,3169,,0.0046472023241221905,
43,3179,,0.004049991257488728,
43,3189,,0.004997552372515202,
43,3199,,0.0038626408204436302,
43,3209,,0.0043921275064349174,
43,3211,,,0.004580558277666569
43,3211,0.004977024160325527,,
44,3219,,0.004464236553758383,
44,3229,,0.004278062842786312,
44,3239,,0.004064910113811493,
44,3249,,0.004164304118603468,
44,3259,,0.0036703988444060087,
44,3269,,0.004251097794622183,
44,3279,,0.004881698172539473,
44,3284,,,0.0045396084897220135
44,3284,0.004765457008033991,,
45,3289,,0.00481719896197319,
45,3299,,0.004264458082616329,
45,3309,,0.004804634023457766,
45,3319,,0.003903075121343136,
45,3329,,0.003693557810038328,
45,3339,,0.004201107192784548,
45,3349,,0.003833980532363057,
45,3357,,,0.004541368223726749
45,3357,0.004557678941637278,,
46,3359,,0.004298863001167774,
46,3369,,0.004142838530242443,
46,3379,,0.0046508656814694405,
46,3389,,0.0035983752459287643,
46,3399,,0.004608730785548687,
46,3409,,0.004242999479174614,
46,3419,,0.003890399821102619,
46,3429,,0.00393871683627367,
46,3430,,,0.004526916891336441
46,3430,0.004630176816135645,,
47,3439,,0.003458355087786913,
47,3449,,0.003979065455496311,
47,3459,,0.003874491900205612,
47,3469,,0.004385803826153278,
47,3479,,0.004004809074103832,
47,3489,,0.004433467052876949,
47,3499,,0.003303627949208021,
47,3503,,,0.004519435111433268
47,3503,0.004710329696536064,,
48,3509,,0.0045114122331142426,
48,3519,,0.004309000913053751,
48,3529,,0.0033704321831464767,
48,3539,,0.0037655651103705168,
48,3549,,0.004448494408279657,
48,3559,,0.004190565552562475,
48,3569,,0.004951806738972664,
48,3576,,,0.004506522789597511
48,3576,0.004647189751267433,,
49,3579,,0.004816088825464249,
49,3589,,0.003978784661740065,
49,3599,,0.004484818782657385,
49,3609,,0.004112216643989086,
49,3619,,0.0033753253519535065,
49,3629,,0.0037296670489013195,
49,3639,,0.005027110688388348,
49,3649,,0.003594624809920788,
49,3649,,,0.004493002779781818
49,3649,0.004604019690304995,,
50,3659,,0.00445128558203578,
50,3669,,0.003949720412492752,
50,3679,,0.00558927096426487,
50,3689,,0.0034004240296781063,
50,3699,,0.00483540166169405,
50,3709,,0.0049059754237532616,
50,3719,,0.003599280258640647,
50,3722,,,0.004496527835726738
50,3722,0.004601786378771067,,
51,3729,,0.003577464260160923,
51,3739,,0.004286583513021469,
51,3749,,0.03920178860425949,
51,3759,,0.0038326079957187176,
51,3769,,0.0041153691709041595,
51,3779,,0.004178164526820183,
51,3789,,0.004535366781055927,
51,3795,,,0.004499525297433138
51,3795,0.004708211403340101,,
52,3799,,0.003962590359151363,
52,3809,,0.004123222082853317,
52,3819,,0.0044583966955542564,
52,3829,,0.004191812127828598,
52,3839,,0.003893504850566387,
52,3849,,0.004183093085885048,
52,3859,,0.004590675700455904,
52,3868,,,0.004478304646909237
52,3868,0.004764023702591658,,
53,3869,,0.0034300056286156178,
53,3879,,0.004009650554507971,
53,3889,,0.00384922930970788,
53,3899,,0.004422451369464397,
53,3909,,0.004209122620522976,
53,3919,,0.003615307155996561,
53,3929,,0.0034978410694748163,
53,3939,,0.004393688403069973,
53,3941,,,0.004480935167521238
53,3941,0.004754071589559317,,
54,3949,,0.0033451435156166553,
54,3959,,0.003632939886301756,
54,3969,,0.0048438748344779015,
54,3979,,0.004359906073659658,
54,3989,,0.0034812516532838345,
54,3999,,0.003111336613073945,
54,4009,,0.0037449593655765057,
54,4014,,,0.004461999516934156
54,4014,0.004602605476975441,,
55,4019,,0.004265875555574894,
55,4029,,0.004762695170938969,
55,4039,,0.0041678231209516525,
55,4049,,0.006971285212785006,
55,4059,,0.0040156664326786995,
55,4069,,0.0036282914225012064,
55,4079,,0.004371047485619783,
55,4087,,,0.004454095382243395
55,4087,0.0044923811219632626,,
56,4089,,0.00474627735093236,
56,4099,,0.004550640005618334,
56,4109,,0.005168452858924866,
56,4119,,0.005040335934609175,
56,4129,,0.003789074718952179,
56,4139,,0.004029121249914169,
56,4149,,0.004196554888039827,
56,4159,,0.003559983102604747,
56,4160,,,0.004469565115869045
56,4160,0.004419474396854639,,
57,4169,,0.003985461313277483,
57,4179,,0.00413911510258913,
57,4189,,0.017230283468961716,
57,4199,,0.004311457276344299,
57,4209,,0.003945940174162388,
57,4219,,0.0037782269064337015,
57,4229,,0.003903425997123122,
57,4233,,,0.00445579644292593
57,4233,0.004376786295324564,,
58,4239,,0.005756246391683817,
58,4249,,0.0054625640623271465,
58,4259,,0.004747526720166206,
58,4269,,0.0034684306010603905,
58,4279,,0.004151482135057449,
58,4289,,0.013567250221967697,
58,4299,,0.004141995683312416,
58,4306,,,0.0044402931816875935
58,4306,0.004307623021304607,,
59,4309,,0.003194222692400217,
59,4319,,0.0042672655545175076,
59,4329,,0.004231185186654329,
59,4339,,0.005028107203543186,
59,4349,,0.004595575854182243,
59,4359,,0.00372304767370224,
59,4369,,0.003496206132695079,
59,4379,,0.002895103069022298,
59,4379,,,0.004449811764061451
59,4379,0.004264851566404104,,
60,4389,,0.004149153828620911,
60,4399,,0.00443011149764061,
60,4409,,0.0043558357283473015,
60,4419,,0.0036168473307043314,
60,4429,,0.0036833402700722218,
60,4439,,0.003822075668722391,
60,4449,,0.004090295173227787,
60,4452,,,0.004435801412910223
60,4452,0.004250750876963139,,
61,4459,,0.0045816050842404366,
61,4469,,0.004174914211034775,
61,4479,,0.0043753222562372684,
61,4489,,0.0034306165762245655,
61,4499,,0.0041266330517828465,
61,4509,,0.0037610854487866163,
61,4519,,0.003497885540127754,
61,4525,,,0.0044379099272191525
61,4525,0.004294833168387413,,
62,4529,,0.004491315223276615,
62,4539,,0.004760379903018475,
62,4549,,0.0040450021624565125,
62,4559,,0.003458579070866108,
62,4569,,0.004280149005353451,
62,4579,,0.004452640190720558,
62,4589,,0.004942446947097778,
62,4598,,,0.004431360866874456
62,4598,0.004386165179312229,,
63,4599,,0.0045929234474897385,
63,4609,,0.004011308774352074,
63,4619,,0.004328500479459763,
63,4629,,0.003909111954271793,
63,4639,,0.0034053283743560314,
63,4649,,0.003477236721664667,
63,4659,,0.004350242204964161,
63,4669,,0.004590839613229036,
63,4671,,,0.004438556265085936
63,4671,0.004437698516994715,,
64,4679,,0.0035358313471078873,
64,4689,,0.00474198255687952,
64,4699,,0.005678018555045128,
64,4709,,0.005436491221189499,
64,4719,,0.004836427513509989,
64,4729,,0.004393172450363636,
64,4739,,0.0035816675517708063,
64,4744,,,0.004417641554027796
64,4744,0.004540223628282547,,
65,4749,,0.004304471425712109,
65,4759,,0.004071773961186409,
65,4769,,0.003358761314302683,
65,4779,,0.004534370265901089,
65,4789,,0.004180175252258778,
65,4799,,0.03844956308603287,
65,4809,,0.004080917686223984,
65,4817,,,0.004414450842887163
65,4817,0.004630083218216896,,
66,4819,,0.0043364218436181545,
66,4829,,0.004081492777913809,
66,4839,,0.003827512264251709,
66,4849,,0.0035985917784273624,
66,4859,,0.03581806644797325,
66,4869,,0.003318112576380372,
