epoch,step,train_loss_epoch,train_loss_step,val_loss
0,9,,0.006015416234731674,
0,19,,0.0069617098197340965,
0,29,,0.006479712203145027,
0,39,,0.005035887472331524,
0,49,,0.005274270661175251,
0,59,,0.004807261750102043,
0,69,,0.005225354805588722,
0,72,,,0.005044098012149334
0,72,0.015281381085515022,,
1,79,,0.005006728693842888,
1,89,,0.004972001537680626,
1,99,,0.005552308633923531,
1,109,,0.005106634460389614,
1,119,,0.004753231070935726,
1,129,,0.004597491584718227,
1,139,,0.004405328072607517,
1,145,,,0.004609703551977873
1,145,0.0816057100892067,,
2,149,,0.005184739828109741,
2,159,,0.005023741163313389,
2,169,,0.0042463988065719604,
2,179,,0.0034746243618428707,
2,189,,0.0039766766130924225,
2,199,,0.004221627954393625,
2,209,,0.004644636996090412,
2,218,,,0.0053527322597801685
2,218,0.2180735021829605,,
3,219,,0.0042094020172953606,
3,229,,0.006052391603589058,
3,239,,0.038916610181331635,
3,249,,0.006838339380919933,
3,259,,0.2977531850337982,
3,269,,0.9658775925636292,
3,279,,0.15001636743545532,
3,289,,0.5330343246459961,
3,291,,,0.3749132752418518
3,291,6.3502888679504395,,
4,299,,7.842514991760254,
4,309,,35.91044998168945,
4,319,,4.931907653808594,
4,329,,39.45372009277344,
4,339,,7.776550769805908,
4,349,,0.9173427820205688,
4,359,,0.4088493287563324,
4,364,,,0.47853022813796997
4,364,412.45269775390625,,
5,369,,0.2877625823020935,
5,379,,0.15116333961486816,
5,389,,0.08944891393184662,
5,399,,0.09559652209281921,
5,409,,128.20376586914062,
5,419,,21.965011596679688,
5,429,,6.508550643920898,
5,437,,,12.227304458618164
5,437,18.859882354736328,,
6,439,,2.871072769165039,
6,449,,6.938817024230957,
6,459,,11.242537498474121,
6,469,,113.34848022460938,
6,479,,5.030008316040039,
6,489,,1.306983232498169,
6,499,,97.51911163330078,
6,509,,2.5206761360168457,
6,510,,,4.540341854095459
6,510,1346.6116943359375,,
7,519,,1.989359974861145,
7,529,,1.4542248249053955,
7,539,,0.6292623281478882,
7,549,,0.4362410306930542,
7,559,,209.15476989746094,
7,569,,223.3609619140625,
7,579,,118.9578857421875,
7,583,,,33.205684661865234
7,583,275.6575012207031,,
8,589,,18.534032821655273,
8,599,,8.694066047668457,
8,609,,11.689282417297363,
8,619,,5.90021276473999,
8,629,,2.262995719909668,
8,639,,1.7475230693817139,
8,649,,4998.9560546875,
8,656,,,522.6378173828125
8,656,652.6925659179688,,
9,659,,233.78662109375,
9,669,,63.042640686035156,
9,679,,2829.902099609375,
9,689,,85.79417419433594,
9,699,,3663.3310546875,
9,709,,930.4130859375,
9,719,,90.40277099609375,
9,729,,85.31328582763672,
9,729,,,65.17894744873047
9,729,4828.107421875,,
10,739,,44.95027160644531,
10,749,,22.821279525756836,
10,759,,15.744925498962402,
10,769,,8.543875694274902,
10,779,,5.958130836486816,
10,789,,51413.84375,
10,799,,4691.8720703125,
10,802,,,2664.1396484375
10,802,19507.69140625,,
11,809,,2888.25537109375,
11,819,,942.5609130859375,
11,829,,8261.935546875,
11,839,,1932.0980224609375,
11,849,,448.427978515625,
11,859,,265.45849609375,
11,869,,1124.847412109375,
11,875,,,103.26419830322266
11,875,16642.962890625,,
12,879,,11388.619140625,
12,889,,15936.3349609375,
12,899,,3077.796630859375,
12,909,,436.774658203125,
12,919,,211.10675048828125,
12,929,,105.91909790039062,
12,939,,59.3290901184082,
12,948,,,46.342105865478516
12,948,14927.7265625,,
13,949,,53.323997497558594,
13,959,,49.20242691040039,
13,969,,28.174213409423828,
13,979,,35.308082580566406,
13,989,,246204.203125,
13,999,,6418.017578125,
13,1009,,849.93896484375,
13,1019,,333.8738098144531,
13,1021,,,404.59857177734375
13,1021,8907.541015625,,
14,1029,,141.48211669921875,
14,1039,,86.78202056884766,
14,1049,,55.06961441040039,
14,1059,,42.26525115966797,
14,1069,,65859.65625,
14,1079,,10258.1435546875,
14,1089,,2099.103759765625,
14,1094,,,1822.534423828125
14,1094,67058.0703125,,
15,1099,,632.4476318359375,
15,1109,,426.45745849609375,
15,1119,,198.56283569335938,
15,1129,,222.9197998046875,
15,1139,,112.52801513671875,
15,1149,,87.08883666992188,
15,1159,,40754.28125,
15,1167,,,65889.703125
15,1167,23747.12109375,,
16,1169,,43859.40625,
16,1179,,5765.6259765625,
16,1189,,1025.49462890625,
16,1199,,90891.046875,
16,1209,,17161.548828125,
16,1219,,1834.7120361328125,
16,1229,,1178.572998046875,
16,1239,,395.35015869140625,
16,1240,,,600.6053466796875
16,1240,251387.671875,,
17,1249,,195.5797119140625,
17,1259,,159.6220245361328,
17,1269,,134.99087524414062,
17,1279,,121.30364990234375,
17,1289,,338123.125,
17,1299,,33290.984375,
17,1309,,14115.5419921875,
17,1313,,,3307.542236328125
17,1313,46023.4375,,
18,1319,,3124.6923828125,
18,1329,,1691.741455078125,
18,1339,,1019.5761108398438,
18,1349,,489993.4375,
18,1359,,74843.828125,
18,1369,,21219.76171875,
18,1379,,1980.14306640625,
18,1386,,,1664.0477294921875
18,1386,1133625.875,,
19,1389,,1343.9063720703125,
19,1399,,1805986.875,
19,1409,,375046.3125,
19,1419,,39256.08203125,
19,1429,,23622.08984375,
19,1439,,4298.8486328125,
19,1449,,6756.41015625,
19,1459,,1132.24365234375,
19,1459,,,3365.526123046875
19,1459,243714.546875,,
20,1469,,1639436.625,
20,1479,,220957.46875,
20,1489,,36766.3671875,
20,1499,,36988.640625,
20,1509,,12791.435546875,
20,1519,,9035.765625,
20,1529,,5517.0322265625,
20,1532,,,4825.0712890625
20,1532,2448935.25,,
21,1539,,3414.816650390625,
21,1549,,6318.078125,
21,1559,,2616.279296875,
21,1569,,280245.71875,
21,1579,,93211.9375,
21,1589,,24732.68359375,
21,1599,,20641.671875,
21,1605,,,10234.2314453125
21,1605,687999.0,,
22,1609,,4871.599609375,
22,1619,,3047.31298828125,
22,1629,,1687.871337890625,
22,1639,,4683810.5,
22,1649,,229565.28125,
22,1659,,226054.09375,
22,1669,,86696.984375,
22,1678,,,28178.625
22,1678,937033.25,,
23,1679,,25449.267578125,
23,1689,,10282.587890625,
23,1699,,7526.396484375,
23,1709,,9241.189453125,
23,1719,,4792.2880859375,
23,1729,,5603.9755859375,
23,1739,,4394.71484375,
23,1749,,375870.125,
23,1751,,,7120440.0
23,1751,7697526.5,,
24,1759,,3510496.75,
24,1769,,590984.6875,
24,1779,,207515888.0,
24,1789,,2824501.25,
24,1799,,445970.5,
24,1809,,147962.1875,
24,1819,,92285.125,
24,1824,,,62417.4140625
24,1824,109319368.0,,
25,1829,,56791.1328125,
25,1839,,79319.875,
25,1849,,5557009.0,
25,1859,,1456442.0,
25,1869,,557429.75,
25,1879,,376754.0,
25,1889,,230987.921875,
25,1897,,,138256.375
25,1897,10541834.0,,
26,1899,,128169.4609375,
26,1909,,54993.6015625,
26,1919,,34122800.0,
26,1929,,9640352.0,
26,1939,,2007076.25,
26,1949,,717223.75,
26,1959,,370545.4375,
26,1969,,151294.9375,
26,1970,,,210804.078125
26,1970,36896008.0,,
27,1979,,1166066.75,
27,1989,,115183.1953125,
27,1999,,52050.59375,
27,2009,,44349.44921875,
27,2019,,35390504.0,
27,2029,,5050716.0,
27,2039,,3599559.0,
27,2043,,,1103118.125
27,2043,38886336.0,,
28,2049,,1143950.125,
28,2059,,310021.0,
28,2069,,277854.15625,
28,2079,,417460.3125,
28,2089,,310015168.0,
28,2099,,103310728.0,
28,2109,,14764583.0,
28,2116,,,3237404.0
28,2116,464778144.0,,
29,2119,,1787865.25,
29,2129,,895354.5,
29,2139,,589053.0,
29,2149,,6277442.0,
29,2159,,7089689.5,
29,2169,,849130.0625,
29,2179,,417803.65625,
29,2189,,111225.078125,
29,2189,,,266256.75
