epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_loss
,0.001,9,,,
0,,9,,5.296661376953125,
,0.001,19,,,
0,,19,,5.134221076965332,
,0.001,29,,,
0,,29,,4.975681304931641,
,0.001,39,,,
0,,39,,4.717510223388672,
,0.001,49,,,
0,,49,,4.534889221191406,
,0.001,59,,,
0,,59,,4.383422374725342,
,0.001,69,,,
0,,69,,4.248440742492676,
0,,72,,,4.586899280548096
0,,72,4.853273391723633,,
,0.001,79,,,
1,,79,,4.184485912322998,
,0.001,89,,,
1,,89,,3.9944729804992676,
,0.001,99,,,
1,,99,,3.9651150703430176,
,0.001,109,,,
1,,109,,3.86206316947937,
,0.001,119,,,
1,,119,,3.6160013675689697,
,0.001,129,,,
1,,129,,3.7904062271118164,
,0.001,139,,,
1,,139,,3.7908215522766113,
1,,145,,,3.9095230102539062
1,,145,3.975506067276001,,
,0.001,149,,,
2,,149,,3.7860355377197266,
,0.001,159,,,
2,,159,,3.6875438690185547,
,0.001,169,,,
2,,169,,3.6552867889404297,
,0.001,179,,,
2,,179,,3.760814666748047,
,0.001,189,,,
2,,189,,3.7257347106933594,
,0.001,199,,,
2,,199,,3.68229079246521,
,0.001,209,,,
2,,209,,3.8173089027404785,
2,,218,,,3.666764497756958
2,,218,3.7355315685272217,,
,0.001,219,,,
3,,219,,3.5065672397613525,
,0.001,229,,,
3,,229,,3.488612651824951,
,0.001,239,,,
3,,239,,3.764669418334961,
,0.001,249,,,
3,,249,,3.6264114379882812,
,0.001,259,,,
3,,259,,3.793017864227295,
,0.001,269,,,
3,,269,,3.635317802429199,
,0.001,279,,,
3,,279,,3.5578651428222656,
,0.001,289,,,
3,,289,,3.598814010620117,
3,,291,,,3.625608205795288
3,,291,3.61217999458313,,
,0.001,299,,,
4,,299,,3.5873970985412598,
,0.001,309,,,
4,,309,,3.4818115234375,
,0.001,319,,,
4,,319,,3.600928783416748,
,0.001,329,,,
4,,329,,3.5201196670532227,
,0.001,339,,,
4,,339,,3.5671653747558594,
,0.001,349,,,
4,,349,,3.651276111602783,
,0.001,359,,,
4,,359,,3.5351579189300537,
4,,364,,,3.4275214672088623
4,,364,3.510411024093628,,
,0.001,369,,,
5,,369,,3.5412909984588623,
,0.001,379,,,
5,,379,,3.549182415008545,
,0.001,389,,,
5,,389,,3.3928346633911133,
,0.001,399,,,
5,,399,,3.4175047874450684,
,0.001,409,,,
5,,409,,3.3962039947509766,
,0.001,419,,,
5,,419,,3.43229341506958,
,0.001,429,,,
5,,429,,3.287281036376953,
5,,437,,,3.3504464626312256
5,,437,3.410463809967041,,
,0.001,439,,,
6,,439,,3.20528507232666,
,0.001,449,,,
6,,449,,3.437241554260254,
,0.001,459,,,
6,,459,,3.339581251144409,
,0.001,469,,,
6,,469,,3.259791135787964,
,0.001,479,,,
6,,479,,3.2841920852661133,
,0.001,489,,,
6,,489,,3.3257346153259277,
,0.001,499,,,
6,,499,,3.2234644889831543,
,0.001,509,,,
6,,509,,3.2906010150909424,
6,,510,,,3.729438543319702
6,,510,3.28139066696167,,
,0.001,519,,,
7,,519,,3.846076488494873,
,0.001,529,,,
7,,529,,3.4651455879211426,
,0.001,539,,,
7,,539,,3.233919382095337,
,0.001,549,,,
7,,549,,3.4425299167633057,
,0.001,559,,,
7,,559,,3.2148401737213135,
,0.001,569,,,
7,,569,,3.331820011138916,
,0.001,579,,,
7,,579,,3.256664752960205,
7,,583,,,3.2467970848083496
7,,583,3.3636980056762695,,
,0.001,589,,,
8,,589,,3.2211408615112305,
,0.001,599,,,
8,,599,,3.199296712875366,
,0.001,609,,,
8,,609,,3.115149974822998,
,0.001,619,,,
8,,619,,3.0700223445892334,
,0.001,629,,,
8,,629,,3.131981372833252,
,0.001,639,,,
8,,639,,3.073727607727051,
,0.001,649,,,
8,,649,,3.252762794494629,
8,,656,,,3.1642956733703613
8,,656,3.179837226867676,,
,0.001,659,,,
9,,659,,2.9085803031921387,
,0.001,669,,,
9,,669,,3.027679920196533,
,0.001,679,,,
9,,679,,3.1097028255462646,
,0.001,689,,,
9,,689,,3.120277166366577,
,0.001,699,,,
9,,699,,3.048821449279785,
,0.001,709,,,
9,,709,,3.1383204460144043,
,0.001,719,,,
9,,719,,3.1400609016418457,
,0.001,729,,,
9,,729,,0.9934375882148743,
9,,729,,,3.1591978073120117
9,,729,3.0803537368774414,,
,0.001,739,,,
10,,739,,3.1282315254211426,
,0.001,749,,,
10,,749,,3.0974817276000977,
,0.001,759,,,
10,,759,,2.9253413677215576,
,0.001,769,,,
10,,769,,2.9718446731567383,
,0.001,779,,,
10,,779,,2.9901442527770996,
,0.001,789,,,
10,,789,,2.920870304107666,
,0.001,799,,,
10,,799,,2.9112699031829834,
10,,802,,,2.9997076988220215
10,,802,2.997236490249634,,
,0.001,809,,,
11,,809,,3.0253326892852783,
,0.001,819,,,
11,,819,,2.8348467350006104,
,0.001,829,,,
11,,829,,2.940582752227783,
,0.001,839,,,
11,,839,,2.9795467853546143,
,0.001,849,,,
11,,849,,2.8397574424743652,
,0.001,859,,,
11,,859,,3.0594427585601807,
,0.001,869,,,
11,,869,,2.7291975021362305,
11,,875,,,2.899886131286621
11,,875,2.9250271320343018,,
,0.001,879,,,
12,,879,,2.7692384719848633,
,0.001,889,,,
12,,889,,2.74514102935791,
,0.001,899,,,
12,,899,,2.90498423576355,
,0.001,909,,,
12,,909,,2.6885573863983154,
,0.001,919,,,
12,,919,,2.781770706176758,
,0.001,929,,,
12,,929,,2.9265198707580566,
,0.001,939,,,
12,,939,,2.962209701538086,
12,,948,,,2.8646533489227295
12,,948,2.8142926692962646,,
,0.001,949,,,
13,,949,,2.6978206634521484,
,0.001,959,,,
13,,959,,2.663069248199463,
,0.001,969,,,
13,,969,,2.514702320098877,
,0.001,979,,,
13,,979,,2.6242833137512207,
,0.001,989,,,
13,,989,,2.691957950592041,
,0.001,999,,,
13,,999,,2.7481133937835693,
,0.001,1009,,,
13,,1009,,2.6861183643341064,
,0.001,1019,,,
13,,1019,,2.6352040767669678,
13,,1021,,,2.7669966220855713
13,,1021,2.693819761276245,,
,0.001,1029,,,
14,,1029,,2.483275890350342,
,0.001,1039,,,
14,,1039,,2.6133458614349365,
,0.001,1049,,,
14,,1049,,2.6272988319396973,
,0.001,1059,,,
14,,1059,,2.5754456520080566,
,0.001,1069,,,
14,,1069,,2.731715202331543,
,0.001,1079,,,
14,,1079,,2.5240325927734375,
,0.001,1089,,,
14,,1089,,2.683009624481201,
14,,1094,,,2.7038912773132324
14,,1094,2.6080172061920166,,
,0.001,1099,,,
15,,1099,,2.652433395385742,
,0.001,1109,,,
15,,1109,,2.512148380279541,
,0.001,1119,,,
15,,1119,,2.5483145713806152,
,0.001,1129,,,
15,,1129,,2.5316896438598633,
,0.001,1139,,,
15,,1139,,2.558242082595825,
,0.001,1149,,,
15,,1149,,2.566014289855957,
,0.001,1159,,,
15,,1159,,2.4268763065338135,
15,,1167,,,2.5918543338775635
15,,1167,2.5313611030578613,,
,0.001,1169,,,
16,,1169,,2.4460525512695312,
,0.001,1179,,,
16,,1179,,2.3261356353759766,
,0.001,1189,,,
16,,1189,,2.4375991821289062,
,0.001,1199,,,
16,,1199,,2.6114463806152344,
,0.001,1209,,,
16,,1209,,2.5538885593414307,
,0.001,1219,,,
16,,1219,,2.575256109237671,
,0.001,1229,,,
16,,1229,,2.4197397232055664,
,0.001,1239,,,
16,,1239,,2.5456011295318604,
16,,1240,,,2.639479637145996
16,,1240,2.440406322479248,,
,0.001,1249,,,
17,,1249,,2.3667259216308594,
,0.001,1259,,,
17,,1259,,2.399102210998535,
,0.001,1269,,,
17,,1269,,2.382498264312744,
,0.001,1279,,,
17,,1279,,2.404101610183716,
,0.001,1289,,,
17,,1289,,2.27358078956604,
,0.001,1299,,,
17,,1299,,2.460883140563965,
,0.001,1309,,,
17,,1309,,2.3996083736419678,
17,,1313,,,2.532421827316284
17,,1313,2.3702239990234375,,
,0.001,1319,,,
18,,1319,,2.2358803749084473,
,0.001,1329,,,
18,,1329,,2.2910561561584473,
,0.001,1339,,,
18,,1339,,2.333359718322754,
,0.001,1349,,,
18,,1349,,2.3963985443115234,
,0.001,1359,,,
18,,1359,,2.4210472106933594,
,0.001,1369,,,
18,,1369,,2.359187602996826,
,0.001,1379,,,
18,,1379,,2.3276076316833496,
18,,1386,,,2.567227363586426
18,,1386,2.3188679218292236,,
,0.001,1389,,,
19,,1389,,2.3280227184295654,
,0.001,1399,,,
19,,1399,,2.2571310997009277,
,0.001,1409,,,
19,,1409,,2.3855700492858887,
,0.001,1419,,,
19,,1419,,2.2860047817230225,
,0.001,1429,,,
19,,1429,,2.285578727722168,
,0.001,1439,,,
19,,1439,,2.18784236907959,
,0.001,1449,,,
19,,1449,,2.139192581176758,
,0.001,1459,,,
19,,1459,,0.6999973058700562,
19,,1459,,,2.4469103813171387
19,,1459,2.256071090698242,,
,0.001,1469,,,
20,,1469,,2.167117118835449,
,0.001,1479,,,
20,,1479,,2.1952176094055176,
,0.001,1489,,,
20,,1489,,2.225748300552368,
,0.001,1499,,,
20,,1499,,2.1671454906463623,
,0.001,1509,,,
20,,1509,,2.2122554779052734,
,0.001,1519,,,
20,,1519,,2.093644380569458,
,0.001,1529,,,
20,,1529,,2.2140252590179443,
20,,1532,,,2.4505677223205566
20,,1532,2.1700327396392822,,
,0.001,1539,,,
21,,1539,,2.0455503463745117,
,0.001,1549,,,
21,,1549,,2.0758886337280273,
,0.001,1559,,,
21,,1559,,2.0700387954711914,
,0.001,1569,,,
21,,1569,,2.0786540508270264,
,0.001,1579,,,
21,,1579,,2.2332425117492676,
,0.001,1589,,,
21,,1589,,2.0545835494995117,
,0.001,1599,,,
21,,1599,,2.099865436553955,
21,,1605,,,2.4458065032958984
21,,1605,2.1488871574401855,,
,0.001,1609,,,
22,,1609,,2.2468924522399902,
,0.001,1619,,,
22,,1619,,1.990917682647705,
,0.001,1629,,,
22,,1629,,2.075254440307617,
,0.001,1639,,,
22,,1639,,2.1191017627716064,
,0.001,1649,,,
22,,1649,,2.084444999694824,
,0.001,1659,,,
22,,1659,,2.0907247066497803,
,0.001,1669,,,
22,,1669,,2.149913787841797,
22,,1678,,,2.410658597946167
22,,1678,2.081873893737793,,
,0.001,1679,,,
23,,1679,,2.025434970855713,
,0.001,1689,,,
23,,1689,,1.9627020359039307,
,0.001,1699,,,
23,,1699,,2.0437583923339844,
,0.001,1709,,,
23,,1709,,1.9252692461013794,
,0.001,1719,,,
23,,1719,,2.1277999877929688,
,0.001,1729,,,
23,,1729,,2.0647153854370117,
,0.001,1739,,,
23,,1739,,2.0177688598632812,
,0.001,1749,,,
23,,1749,,2.0092825889587402,
23,,1751,,,2.3985135555267334
23,,1751,2.030906915664673,,
,0.001,1759,,,
24,,1759,,1.985658049583435,
,0.001,1769,,,
24,,1769,,1.9123696088790894,
,0.001,1779,,,
24,,1779,,2.1237826347351074,
,0.001,1789,,,
24,,1789,,2.0695066452026367,
,0.001,1799,,,
24,,1799,,2.002091646194458,
,0.001,1809,,,
24,,1809,,1.906045913696289,
,0.001,1819,,,
24,,1819,,2.0183634757995605,
24,,1824,,,2.3925375938415527
24,,1824,1.995342493057251,,
,0.001,1829,,,
25,,1829,,1.8453595638275146,
,0.001,1839,,,
25,,1839,,2.071930408477783,
,0.001,1849,,,
25,,1849,,1.8640087842941284,
,0.001,1859,,,
25,,1859,,1.8969409465789795,
,0.001,1869,,,
25,,1869,,2.029970169067383,
,0.001,1879,,,
25,,1879,,2.0073256492614746,
,0.001,1889,,,
25,,1889,,2.0172128677368164,
25,,1897,,,2.4368460178375244
25,,1897,1.9455745220184326,,
,0.001,1899,,,
26,,1899,,1.912584900856018,
,0.001,1909,,,
26,,1909,,1.8586641550064087,
,0.001,1919,,,
26,,1919,,1.8600828647613525,
,0.001,1929,,,
26,,1929,,1.8445080518722534,
,0.001,1939,,,
26,,1939,,1.9239747524261475,
,0.001,1949,,,
26,,1949,,1.9989434480667114,
,0.001,1959,,,
26,,1959,,1.9496527910232544,
,0.001,1969,,,
26,,1969,,1.8409206867218018,
26,,1970,,,2.285174608230591
26,,1970,1.881028413772583,,
,0.001,1979,,,
27,,1979,,1.904331922531128,
,0.001,1989,,,
27,,1989,,1.887803077697754,
,0.001,1999,,,
27,,1999,,1.8372583389282227,
,0.001,2009,,,
27,,2009,,1.8249766826629639,
,0.001,2019,,,
27,,2019,,1.897112488746643,
,0.001,2029,,,
27,,2029,,1.8742276430130005,
,0.001,2039,,,
27,,2039,,1.7871975898742676,
27,,2043,,,2.3320131301879883
27,,2043,1.8387603759765625,,
,0.001,2049,,,
28,,2049,,1.7646937370300293,
,0.001,2059,,,
28,,2059,,1.9397543668746948,
,0.001,2069,,,
28,,2069,,1.8428579568862915,
,0.001,2079,,,
28,,2079,,1.9829587936401367,
,0.001,2089,,,
28,,2089,,1.8275141716003418,
,0.001,2099,,,
28,,2099,,1.8337080478668213,
,0.001,2109,,,
28,,2109,,1.893341064453125,
28,,2116,,,2.3411927223205566
28,,2116,1.8295156955718994,,
,0.001,2119,,,
29,,2119,,1.7384998798370361,
,0.001,2129,,,
29,,2129,,1.8193888664245605,
,0.001,2139,,,
29,,2139,,1.8495652675628662,
,0.001,2149,,,
29,,2149,,1.7400273084640503,
,0.001,2159,,,
