epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_loss
,0.001,1949,,,
13,,1949,,1.7884340286254883,
,0.001,1959,,,
13,,1959,,1.57894766330719,
,0.001,1969,,,
13,,1969,,1.7973440885543823,
,0.001,1979,,,
13,,1979,,1.5198420286178589,
,0.001,1989,,,
13,,1989,,1.6743733882904053,
,0.001,1999,,,
13,,1999,,1.5024172067642212,
,0.001,2009,,,
13,,2009,,1.8845337629318237,
,0.001,2019,,,
13,,2019,,1.8081929683685303,
,0.001,2029,,,
13,,2029,,0.5305846333503723,
13,,2029,,,1.7943944931030273
13,,2029,1.635574221611023,,
,0.001,2039,,,
14,,2039,,1.4828386306762695,
,0.001,2049,,,
14,,2049,,1.217918872833252,
,0.001,2059,,,
14,,2059,,1.4109493494033813,
,0.001,2069,,,
14,,2069,,1.714430570602417,
,0.001,2079,,,
14,,2079,,1.6928881406784058,
,0.001,2089,,,
14,,2089,,1.6851556301116943,
,0.001,2099,,,
14,,2099,,1.4297387599945068,
,0.001,2109,,,
14,,2109,,1.5529518127441406,
,0.001,2119,,,
14,,2119,,1.6611076593399048,
,0.001,2129,,,
14,,2129,,1.3804426193237305,
,0.001,2139,,,
14,,2139,,1.516310214996338,
,0.001,2149,,,
14,,2149,,1.4810678958892822,
,0.001,2159,,,
14,,2159,,1.3139182329177856,
,0.001,2169,,,
14,,2169,,1.628657341003418,
14,,2174,,,1.7719250917434692
14,,2174,1.5733226537704468,,
,0.001,2179,,,
15,,2179,,1.644909381866455,
,0.001,2189,,,
15,,2189,,1.5515977144241333,
,0.001,2199,,,
15,,2199,,1.2596251964569092,
,0.001,2209,,,
15,,2209,,1.2644906044006348,
,0.001,2219,,,
15,,2219,,1.4968228340148926,
,0.001,2229,,,
15,,2229,,1.301828384399414,
,0.001,2239,,,
15,,2239,,1.6731116771697998,
,0.001,2249,,,
15,,2249,,1.457231044769287,
,0.001,2259,,,
15,,2259,,1.4570331573486328,
,0.001,2269,,,
15,,2269,,1.4778755903244019,
,0.001,2279,,,
15,,2279,,1.4077776670455933,
,0.001,2289,,,
15,,2289,,1.7973121404647827,
,0.001,2299,,,
15,,2299,,1.5842639207839966,
,0.001,2309,,,
15,,2309,,1.4614684581756592,
,0.001,2319,,,
15,,2319,,0.4142002761363983,
15,,2319,,,1.785517692565918
15,,2319,1.490971326828003,,
,0.001,2329,,,
16,,2329,,1.424619436264038,
,0.001,2339,,,
16,,2339,,1.3799474239349365,
,0.001,2349,,,
16,,2349,,1.4383734464645386,
,0.001,2359,,,
16,,2359,,1.3833339214324951,
,0.001,2369,,,
16,,2369,,1.4361763000488281,
,0.001,2379,,,
16,,2379,,1.42424476146698,
,0.001,2389,,,
16,,2389,,1.5337097644805908,
,0.001,2399,,,
16,,2399,,1.236168384552002,
,0.001,2409,,,
16,,2409,,1.407071590423584,
,0.001,2419,,,
16,,2419,,1.578669786453247,
,0.001,2429,,,
16,,2429,,1.4160616397857666,
,0.001,2439,,,
16,,2439,,1.5256264209747314,
,0.001,2449,,,
16,,2449,,1.3505833148956299,
,0.001,2459,,,
16,,2459,,1.2698307037353516,
16,,2464,,,1.8005056381225586
16,,2464,1.4417836666107178,,
,0.001,2469,,,
17,,2469,,1.5342141389846802,
,0.001,2479,,,
17,,2479,,1.5123289823532104,
,0.001,2489,,,
17,,2489,,1.4325506687164307,
,0.001,2499,,,
17,,2499,,1.3997446298599243,
,0.001,2509,,,
17,,2509,,1.1971007585525513,
,0.001,2519,,,
17,,2519,,1.1902780532836914,
,0.001,2529,,,
17,,2529,,1.2242441177368164,
,0.001,2539,,,
17,,2539,,1.361252784729004,
,0.001,2549,,,
17,,2549,,1.4270957708358765,
,0.001,2559,,,
17,,2559,,1.1872367858886719,
,0.001,2569,,,
17,,2569,,1.3346381187438965,
,0.001,2579,,,
17,,2579,,1.3158329725265503,
,0.001,2589,,,
17,,2589,,1.4686256647109985,
,0.001,2599,,,
17,,2599,,1.0744965076446533,
,0.001,2609,,,
17,,2609,,0.3652763366699219,
17,,2609,,,1.7013545036315918
